Scenario	Replication	TokenId	Element	Arrived	Started	Completed	Resources
S0	0	592	l	2021-12-30 19:28:15	2021-12-30 19:28:15	2021-12-30 20:13:11	
S0	0	587	c	2021-12-30 19:29:30	2021-12-30 19:29:30	2021-12-30 20:13:53	
S0	0	591	v	2021-12-30 19:34:57	2021-12-30 19:34:57	2021-12-30 20:14:05	
S0	0	601	m	2021-12-30 19:29:18	2021-12-30 19:29:18	2021-12-30 20:14:06	
S0	0	605	k	2021-12-30 19:43:26	2021-12-30 19:43:26	2021-12-30 20:14:31	
S0	0	596	n	2021-12-30 19:42:19	2021-12-30 19:42:19	2021-12-30 20:14:37	
S0	0	598	r	2021-12-30 19:35:05	2021-12-30 19:35:05	2021-12-30 20:15:02	
S0	0	596	o	2021-12-30 19:42:19	2021-12-30 19:42:19	2021-12-30 20:15:24	
S0	0	578	w	2021-12-30 19:40:37	2021-12-30 19:40:37	2021-12-30 20:15:51	
S0	0	593	q	2021-12-30 19:38:26	2021-12-30 19:38:26	2021-12-30 20:15:57	
S0	0	606	k	2021-12-30 19:41:54	2021-12-30 19:41:54	2021-12-30 20:15:58	
S0	0	591	g	2021-12-30 19:35:00	2021-12-30 19:35:00	2021-12-30 20:17:00	
S0	0	588	ac	2021-12-30 19:51:48	2021-12-30 19:51:48	2021-12-30 20:17:30	
S0	0	581	a	2021-12-30 19:29:29	2021-12-30 19:29:29	2021-12-30 20:18:17	
S0	0	588	y	2021-12-30 19:51:48	2021-12-30 19:51:48	2021-12-30 20:20:26	
S0	0	589	y	2021-12-30 19:50:55	2021-12-30 19:50:55	2021-12-30 20:22:04	
S0	0	602	u	2021-12-30 19:43:42	2021-12-30 19:43:42	2021-12-30 20:22:22	
S0	0	599	r	2021-12-30 19:41:22	2021-12-30 19:41:22	2021-12-30 20:22:55	
S0	0	603	j	2021-12-30 19:48:42	2021-12-30 19:48:42	2021-12-30 20:23:18	
S0	0	590	z	2021-12-30 19:46:14	2021-12-30 19:46:14	2021-12-30 20:23:21	
S0	0	594	d	2021-12-30 19:47:12	2021-12-30 19:47:12	2021-12-30 20:23:52	
S0	0	590	ac	2021-12-30 19:46:14	2021-12-30 19:46:14	2021-12-30 20:24:09	
S0	0	595	f	2021-12-30 20:01:38	2021-12-30 20:01:38	2021-12-30 20:24:28	
S0	0	585	c	2021-12-30 19:43:30	2021-12-30 19:43:30	2021-12-30 20:25:22	
S0	0	612	b	2021-12-30 20:02:26	2021-12-30 20:02:26	2021-12-30 20:25:24	
S0	0	592	p	2021-12-30 20:07:03	2021-12-30 20:07:03	2021-12-30 20:25:33	
S0	0	595	i	2021-12-30 20:01:38	2021-12-30 20:01:38	2021-12-30 20:26:10	
S0	0	610	h	2021-12-30 19:52:54	2021-12-30 19:52:54	2021-12-30 20:26:18	
S0	0	602	m	2021-12-30 19:43:42	2021-12-30 19:43:42	2021-12-30 20:26:31	
S0	0	611	b	2021-12-30 19:52:06	2021-12-30 19:52:06	2021-12-30 20:26:52	
S0	0	604	j	2021-12-30 20:02:07	2021-12-30 20:02:07	2021-12-30 20:26:55	
S0	0	589	ac	2021-12-30 19:50:55	2021-12-30 19:50:55	2021-12-30 20:26:58	
S0	0	592	q	2021-12-30 19:53:54	2021-12-30 19:53:54	2021-12-30 20:27:19	
S0	0	600	r	2021-12-30 19:48:50	2021-12-30 19:48:50	2021-12-30 20:28:44	
S0	0	593	g	2021-12-30 19:46:29	2021-12-30 19:46:29	2021-12-30 20:29:35	
S0	0	582	a	2021-12-30 19:51:12	2021-12-30 19:51:12	2021-12-30 20:30:16	
S0	0	593	v	2021-12-30 19:42:54	2021-12-30 19:42:54	2021-12-30 20:32:03	
S0	0	608	e	2021-12-30 19:45:31	2021-12-30 19:45:31	2021-12-30 20:32:45	
S0	0	592	x	2021-12-30 19:53:54	2021-12-30 19:53:54	2021-12-30 20:33:10	
S0	0	596	x	2021-12-30 20:05:11	2021-12-30 20:05:11	2021-12-30 20:34:16	
S0	0	595	n	2021-12-30 20:01:38	2021-12-30 20:01:38	2021-12-30 20:34:30	
S0	0	591	y	2021-12-30 20:14:05	2021-12-30 20:14:05	2021-12-30 20:34:37	
S0	0	596	p	2021-12-30 20:15:24	2021-12-30 20:15:24	2021-12-30 20:34:44	
S0	0	607	k	2021-12-30 20:00:01	2021-12-30 20:00:01	2021-12-30 20:34:58	
S0	0	609	e	2021-12-30 20:08:27	2021-12-30 20:08:27	2021-12-30 20:35:48	
S0	0	595	o	2021-12-30 20:01:38	2021-12-30 20:01:38	2021-12-30 20:36:04	
S0	0	596	q	2021-12-30 20:05:11	2021-12-30 20:05:11	2021-12-30 20:36:21	
S0	0	597	ad	2021-12-30 20:03:22	2021-12-30 20:03:22	2021-12-30 20:37:55	
S0	0	595	l	2021-12-30 20:01:38	2021-12-30 20:01:38	2021-12-30 20:38:53	
S0	0	586	s	2021-12-30 19:59:58	2021-12-30 19:59:58	2021-12-30 20:39:01	
S0	0	588	z	2021-12-30 19:51:48	2021-12-30 19:51:48	2021-12-30 20:40:25	
S0	0	592	v	2021-12-30 19:59:22	2021-12-30 19:59:22	2021-12-30 20:43:01	
S0	0	591	ac	2021-12-30 20:14:05	2021-12-30 20:14:05	2021-12-30 20:43:08	
S0	0	589	z	2021-12-30 19:50:55	2021-12-30 19:50:55	2021-12-30 20:43:09	
S0	0	581	ae	2021-12-30 20:18:17	2021-12-30 20:18:17	2021-12-30 20:43:37	
S0	0	595	x	2021-12-30 20:24:28	2021-12-30 20:24:28	2021-12-30 20:44:47	
S0	0	594	f	2021-12-30 20:23:52	2021-12-30 20:23:52	2021-12-30 20:45:58	
S0	0	599	ad	2021-12-30 20:22:55	2021-12-30 20:22:55	2021-12-30 20:46:20	
S0	0	601	r	2021-12-30 20:10:17	2021-12-30 20:10:17	2021-12-30 20:46:37	
S0	0	613	b	2021-12-30 20:20:10	2021-12-30 20:20:10	2021-12-30 20:47:03	
S0	0	583	a	2021-12-30 19:52:44	2021-12-30 19:52:44	2021-12-30 20:47:04	
S0	0	611	h	2021-12-30 20:26:52	2021-12-30 20:26:52	2021-12-30 20:48:40	
S0	0	614	b	2021-12-30 20:29:25	2021-12-30 20:29:25	2021-12-30 20:48:45	
S0	0	605	j	2021-12-30 20:14:31	2021-12-30 20:14:31	2021-12-30 20:49:04	
S0	0	598	ab	2021-12-30 20:15:02	2021-12-30 20:15:02	2021-12-30 20:49:20	
S0	0	592	g	2021-12-30 20:07:03	2021-12-30 20:07:03	2021-12-30 20:49:41	
S0	0	594	i	2021-12-30 20:23:52	2021-12-30 20:23:52	2021-12-30 20:50:20	
S0	0	584	a	2021-12-30 20:02:22	2021-12-30 20:02:22	2021-12-30 20:52:02	
S0	0	591	z	2021-12-30 20:14:05	2021-12-30 20:14:05	2021-12-30 20:53:29	
S0	0	595	p	2021-12-30 20:36:04	2021-12-30 20:36:04	2021-12-30 20:54:01	
S0	0	606	j	2021-12-30 20:15:58	2021-12-30 20:15:58	2021-12-30 20:54:47	
S0	0	596	g	2021-12-30 20:15:24	2021-12-30 20:15:24	2021-12-30 20:54:49	
S0	0	602	r	2021-12-30 20:22:22	2021-12-30 20:22:22	2021-12-30 20:56:25	
S0	0	593	y	2021-12-30 20:32:03	2021-12-30 20:32:03	2021-12-30 20:57:15	
S0	0	595	q	2021-12-30 20:24:28	2021-12-30 20:24:28	2021-12-30 20:57:39	
S0	0	604	t	2021-12-30 20:26:55	2021-12-30 20:26:55	2021-12-30 20:58:02	
S0	0	600	ab	2021-12-30 20:28:44	2021-12-30 20:28:44	2021-12-30 20:59:28	
S0	0	594	n	2021-12-30 20:23:52	2021-12-30 20:23:52	2021-12-30 21:00:14	
S0	0	593	ac	2021-12-30 20:32:03	2021-12-30 20:32:03	2021-12-30 21:00:29	
S0	0	594	l	2021-12-30 20:23:52	2021-12-30 20:23:52	2021-12-30 21:00:33	
S0	0	587	s	2021-12-30 20:13:53	2021-12-30 20:13:53	2021-12-30 21:00:44	
S0	0	596	v	2021-12-30 20:14:37	2021-12-30 20:14:37	2021-12-30 21:03:37	
S0	0	612	h	2021-12-30 20:25:24	2021-12-30 20:25:24	2021-12-30 21:03:42	
S0	0	603	t	2021-12-30 20:23:18	2021-12-30 20:23:18	2021-12-30 21:03:43	
S0	0	581	w	2021-12-30 20:18:17	2021-12-30 20:18:17	2021-12-30 21:04:14	
S0	0	608	k	2021-12-30 20:32:45	2021-12-30 20:32:45	2021-12-30 21:05:14	
S0	0	582	ae	2021-12-30 20:30:16	2021-12-30 20:30:16	2021-12-30 21:05:20	
S0	0	598	f	2021-12-30 20:49:20	2021-12-30 20:49:20	2021-12-30 21:06:00	
S0	0	590	c	2021-12-30 20:24:09	2021-12-30 20:24:09	2021-12-30 21:06:16	
S0	0	582	w	2021-12-30 20:30:16	2021-12-30 20:30:16	2021-12-30 21:06:38	
S0	0	585	s	2021-12-30 20:25:22	2021-12-30 20:25:22	2021-12-30 21:06:49	
S0	0	615	b	2021-12-30 20:49:57	2021-12-30 20:49:57	2021-12-30 21:07:09	
S0	0	610	e	2021-12-30 20:26:18	2021-12-30 20:26:18	2021-12-30 21:07:10	
S0	0	603	m	2021-12-30 20:23:18	2021-12-30 20:23:18	2021-12-30 21:07:53	
S0	0	594	o	2021-12-30 20:23:52	2021-12-30 20:23:52	2021-12-30 21:08:06	
S0	0	607	j	2021-12-30 20:34:58	2021-12-30 20:34:58	2021-12-30 21:09:17	
S0	0	592	y	2021-12-30 20:43:01	2021-12-30 20:43:01	2021-12-30 21:10:34	
S0	0	609	k	2021-12-30 20:35:48	2021-12-30 20:35:48	2021-12-30 21:10:38	
S0	0	597	d	2021-12-30 20:37:55	2021-12-30 20:37:55	2021-12-30 21:10:52	
S0	0	583	w	2021-12-30 20:47:04	2021-12-30 20:47:04	2021-12-30 21:12:28	
S0	0	595	v	2021-12-30 20:34:30	2021-12-30 20:34:30	2021-12-30 21:12:30	
S0	0	598	n	2021-12-30 20:49:20	2021-12-30 20:49:20	2021-12-30 21:12:34	
S0	0	583	ae	2021-12-30 20:47:04	2021-12-30 20:47:04	2021-12-30 21:12:56	
S0	0	605	t	2021-12-30 20:49:04	2021-12-30 20:49:04	2021-12-30 21:13:20	
S0	0	613	h	2021-12-30 20:47:03	2021-12-30 20:47:03	2021-12-30 21:13:22	
S0	0	598	i	2021-12-30 20:49:20	2021-12-30 20:49:20	2021-12-30 21:14:26	
S0	0	614	h	2021-12-30 20:48:45	2021-12-30 20:48:45	2021-12-30 21:15:08	
S0	0	586	a	2021-12-30 20:39:01	2021-12-30 20:39:01	2021-12-30 21:16:22	
S0	0	604	m	2021-12-30 20:26:55	2021-12-30 20:26:55	2021-12-30 21:16:34	
S0	0	602	ad	2021-12-30 20:56:25	2021-12-30 20:56:25	2021-12-30 21:17:33	
S0	0	593	z	2021-12-30 20:32:03	2021-12-30 20:32:03	2021-12-30 21:17:35	
S0	0	584	ae	2021-12-30 20:52:02	2021-12-30 20:52:02	2021-12-30 21:17:36	
S0	0	592	ac	2021-12-30 20:43:01	2021-12-30 20:43:01	2021-12-30 21:17:45	
S0	0	595	g	2021-12-30 20:36:04	2021-12-30 20:36:04	2021-12-30 21:19:12	
S0	0	594	q	2021-12-30 20:45:58	2021-12-30 20:45:58	2021-12-30 21:20:34	
S0	0	598	l	2021-12-30 20:49:20	2021-12-30 20:49:20	2021-12-30 21:20:45	
S0	0	601	ab	2021-12-30 20:46:37	2021-12-30 20:46:37	2021-12-30 21:21:34	
S0	0	600	i	2021-12-30 20:59:28	2021-12-30 20:59:28	2021-12-30 21:22:14	
S0	0	599	d	2021-12-30 20:46:20	2021-12-30 20:46:20	2021-12-30 21:22:17	
S0	0	600	n	2021-12-30 20:59:28	2021-12-30 20:59:28	2021-12-30 21:22:54	
S0	0	600	f	2021-12-30 20:59:28	2021-12-30 20:59:28	2021-12-30 21:23:44	
S0	0	598	o	2021-12-30 20:49:20	2021-12-30 20:49:20	2021-12-30 21:23:47	
S0	0	588	c	2021-12-30 20:40:25	2021-12-30 20:40:25	2021-12-30 21:24:49	
S0	0	592	z	2021-12-30 20:43:01	2021-12-30 20:43:01	2021-12-30 21:25:13	
S0	0	611	e	2021-12-30 20:48:40	2021-12-30 20:48:40	2021-12-30 21:25:36	
S0	0	584	w	2021-12-30 20:52:02	2021-12-30 20:52:02	2021-12-30 21:28:18	
S0	0	594	x	2021-12-30 20:45:58	2021-12-30 20:45:58	2021-12-30 21:29:12	
S0	0	594	p	2021-12-30 21:08:06	2021-12-30 21:08:06	2021-12-30 21:29:29	
S0	0	595	y	2021-12-30 21:12:30	2021-12-30 21:12:30	2021-12-30 21:30:06	
S0	0	606	u	2021-12-30 20:54:47	2021-12-30 20:54:47	2021-12-30 21:30:43	
S0	0	589	c	2021-12-30 20:43:09	2021-12-30 20:43:09	2021-12-30 21:30:48	
S0	0	596	y	2021-12-30 21:03:37	2021-12-30 21:03:37	2021-12-30 21:30:55	
S0	0	608	j	2021-12-30 21:05:14	2021-12-30 21:05:14	2021-12-30 21:33:54	
S0	0	597	f	2021-12-30 21:10:52	2021-12-30 21:10:52	2021-12-30 21:33:55	
S0	0	605	m	2021-12-30 20:49:04	2021-12-30 20:49:04	2021-12-30 21:34:12	
S0	0	591	c	2021-12-30 20:53:29	2021-12-30 20:53:29	2021-12-30 21:35:54	
S0	0	600	l	2021-12-30 20:59:28	2021-12-30 20:59:28	2021-12-30 21:36:30	
S0	0	600	o	2021-12-30 20:59:28	2021-12-30 20:59:28	2021-12-30 21:36:34	
S0	0	596	ac	2021-12-30 21:03:37	2021-12-30 21:03:37	2021-12-30 21:37:29	
S0	0	615	h	2021-12-30 21:07:09	2021-12-30 21:07:09	2021-12-30 21:38:16	
S0	0	598	x	2021-12-30 21:06:00	2021-12-30 21:06:00	2021-12-30 21:38:34	
S0	0	597	i	2021-12-30 21:10:52	2021-12-30 21:10:52	2021-12-30 21:38:34	
S0	0	597	l	2021-12-30 21:10:52	2021-12-30 21:10:52	2021-12-30 21:39:06	
S0	0	596	z	2021-12-30 21:03:37	2021-12-30 21:03:37	2021-12-30 21:39:22	
S0	0	603	r	2021-12-30 21:03:43	2021-12-30 21:03:43	2021-12-30 21:39:53	
S0	0	606	m	2021-12-30 20:54:47	2021-12-30 20:54:47	2021-12-30 21:40:20	
S0	0	594	v	2021-12-30 21:00:14	2021-12-30 21:00:14	2021-12-30 21:40:42	
S0	0	612	e	2021-12-30 21:03:42	2021-12-30 21:03:42	2021-12-30 21:40:44	
S0	0	609	j	2021-12-30 21:10:38	2021-12-30 21:10:38	2021-12-30 21:40:48	
S0	0	601	i	2021-12-30 21:21:34	2021-12-30 21:21:34	2021-12-30 21:40:54	
S0	0	599	f	2021-12-30 21:22:17	2021-12-30 21:22:17	2021-12-30 21:40:59	
S0	0	599	n	2021-12-30 21:22:17	2021-12-30 21:22:17	2021-12-30 21:41:19	
S0	0	616	b	2021-12-30 21:10:16	2021-12-30 21:10:16	2021-12-30 21:41:23	
S0	0	604	r	2021-12-30 20:58:02	2021-12-30 20:58:02	2021-12-30 21:41:28	
S0	0	597	n	2021-12-30 21:10:52	2021-12-30 21:10:52	2021-12-30 21:41:39	
S0	0	613	e	2021-12-30 21:13:22	2021-12-30 21:13:22	2021-12-30 21:42:12	
S0	0	598	q	2021-12-30 21:06:00	2021-12-30 21:06:00	2021-12-30 21:42:56	
S0	0	610	k	2021-12-30 21:07:10	2021-12-30 21:07:10	2021-12-30 21:43:43	
S0	0	607	u	2021-12-30 21:09:17	2021-12-30 21:09:17	2021-12-30 21:44:05	
S0	0	586	ae	2021-12-30 21:16:22	2021-12-30 21:16:22	2021-12-30 21:44:30	
S0	0	601	f	2021-12-30 21:21:34	2021-12-30 21:21:34	2021-12-30 21:45:08	
S0	0	599	i	2021-12-30 21:22:17	2021-12-30 21:22:17	2021-12-30 21:45:09	
S0	0	598	p	2021-12-30 21:23:47	2021-12-30 21:23:47	2021-12-30 21:45:31	
S0	0	595	ac	2021-12-30 21:12:30	2021-12-30 21:12:30	2021-12-30 21:46:04	
S0	0	590	s	2021-12-30 21:06:16	2021-12-30 21:06:16	2021-12-30 21:46:35	
S0	0	594	g	2021-12-30 21:08:06	2021-12-30 21:08:06	2021-12-30 21:50:15	
S0	0	602	d	2021-12-30 21:17:33	2021-12-30 21:17:33	2021-12-30 21:51:07	
S0	0	588	aa	2021-12-30 21:24:49	2021-12-30 21:24:49	2021-12-30 21:51:52	
S0	0	597	o	2021-12-30 21:10:52	2021-12-30 21:10:52	2021-12-30 21:52:16	
S0	0	586	w	2021-12-30 21:16:22	2021-12-30 21:16:22	2021-12-30 21:52:24	
S0	0	600	q	2021-12-30 21:23:44	2021-12-30 21:23:44	2021-12-30 21:52:27	
S0	0	607	m	2021-12-30 21:09:17	2021-12-30 21:09:17	2021-12-30 21:53:25	
S0	0	587	a	2021-12-30 21:00:44	2021-12-30 21:00:44	2021-12-30 21:54:28	
S0	0	595	z	2021-12-30 21:12:30	2021-12-30 21:12:30	2021-12-30 21:54:46	
S0	0	601	n	2021-12-30 21:21:34	2021-12-30 21:21:34	2021-12-30 21:54:54	
S0	0	611	k	2021-12-30 21:25:36	2021-12-30 21:25:36	2021-12-30 21:54:59	
S0	0	601	l	2021-12-30 21:21:34	2021-12-30 21:21:34	2021-12-30 21:55:02	
S0	0	614	e	2021-12-30 21:15:08	2021-12-30 21:15:08	2021-12-30 21:55:10	
S0	0	617	b	2021-12-30 21:30:11	2021-12-30 21:30:11	2021-12-30 21:56:04	
S0	0	599	o	2021-12-30 21:22:17	2021-12-30 21:22:17	2021-12-30 21:56:50	
S0	0	598	v	2021-12-30 21:12:34	2021-12-30 21:12:34	2021-12-30 21:56:55	
S0	0	592	c	2021-12-30 21:25:13	2021-12-30 21:25:13	2021-12-30 21:57:51	
S0	0	585	a	2021-12-30 21:06:49	2021-12-30 21:06:49	2021-12-30 21:58:35	
S0	0	600	p	2021-12-30 21:36:34	2021-12-30 21:36:34	2021-12-30 21:58:47	
S0	0	601	o	2021-12-30 21:21:34	2021-12-30 21:21:34	2021-12-30 21:59:00	
S0	0	605	r	2021-12-30 21:13:20	2021-12-30 21:13:20	2021-12-30 22:00:01	
S0	0	600	x	2021-12-30 21:23:44	2021-12-30 21:23:44	2021-12-30 22:00:35	
S0	0	599	l	2021-12-30 21:22:17	2021-12-30 21:22:17	2021-12-30 22:02:10	
S0	0	599	x	2021-12-30 21:40:59	2021-12-30 21:40:59	2021-12-30 22:02:24	
S0	0	603	ad	2021-12-30 21:39:53	2021-12-30 21:39:53	2021-12-30 22:02:26	
S0	0	593	c	2021-12-30 21:17:35	2021-12-30 21:17:35	2021-12-30 22:02:53	
S0	0	598	g	2021-12-30 21:23:47	2021-12-30 21:23:47	2021-12-30 22:03:58	
S0	0	600	v	2021-12-30 21:22:54	2021-12-30 21:22:54	2021-12-30 22:05:21	
S0	0	591	aa	2021-12-30 21:35:54	2021-12-30 21:35:54	2021-12-30 22:05:22	
S0	0	616	h	2021-12-30 21:41:23	2021-12-30 21:41:23	2021-12-30 22:05:41	
S0	0	608	t	2021-12-30 21:33:54	2021-12-30 21:33:54	2021-12-30 22:05:47	
S0	0	618	b	2021-12-30 21:45:30	2021-12-30 21:45:30	2021-12-30 22:08:20	
S0	0	597	q	2021-12-30 21:33:55	2021-12-30 21:33:55	2021-12-30 22:08:20	
S0	0	594	y	2021-12-30 21:40:42	2021-12-30 21:40:42	2021-12-30 22:08:48	
S0	0	601	x	2021-12-30 21:45:08	2021-12-30 21:45:08	2021-12-30 22:10:29	
S0	0	589	s	2021-12-30 21:30:48	2021-12-30 21:30:48	2021-12-30 22:11:10	
S0	0	606	r	2021-12-30 21:30:43	2021-12-30 21:30:43	2021-12-30 22:12:02	
S0	0	599	q	2021-12-30 21:40:59	2021-12-30 21:40:59	2021-12-30 22:12:20	
S0	0	597	x	2021-12-30 21:33:55	2021-12-30 21:33:55	2021-12-30 22:12:39	
S0	0	596	c	2021-12-30 21:39:22	2021-12-30 21:39:22	2021-12-30 22:13:00	
S0	0	609	u	2021-12-30 21:40:48	2021-12-30 21:40:48	2021-12-30 22:14:05	
S0	0	613	k	2021-12-30 21:42:12	2021-12-30 21:42:12	2021-12-30 22:14:48	
S0	0	602	i	2021-12-30 21:51:07	2021-12-30 21:51:07	2021-12-30 22:16:44	
S0	0	601	p	2021-12-30 21:59:00	2021-12-30 21:59:00	2021-12-30 22:16:58	
S0	0	599	p	2021-12-30 21:56:50	2021-12-30 21:56:50	2021-12-30 22:17:16	
S0	0	615	e	2021-12-30 21:38:16	2021-12-30 21:38:16	2021-12-30 22:17:50	
S0	0	597	p	2021-12-30 21:52:16	2021-12-30 21:52:16	2021-12-30 22:18:08	
S0	0	599	v	2021-12-30 21:41:19	2021-12-30 21:41:19	2021-12-30 22:18:24	
S0	0	604	ab	2021-12-30 21:41:28	2021-12-30 21:41:28	2021-12-30 22:18:44	
S0	0	612	k	2021-12-30 21:40:44	2021-12-30 21:40:44	2021-12-30 22:19:07	
S0	0	610	j	2021-12-30 21:43:43	2021-12-30 21:43:43	2021-12-30 22:19:25	
S0	0	600	g	2021-12-30 21:36:34	2021-12-30 21:36:34	2021-12-30 22:19:51	
S0	0	602	f	2021-12-30 21:51:07	2021-12-30 21:51:07	2021-12-30 22:20:17	
S0	0	594	ac	2021-12-30 21:40:42	2021-12-30 21:40:42	2021-12-30 22:20:29	
S0	0	602	o	2021-12-30 21:51:07	2021-12-30 21:51:07	2021-12-30 22:22:12	
S0	0	611	j	2021-12-30 21:54:59	2021-12-30 21:54:59	2021-12-30 22:22:51	
S0	0	609	m	2021-12-30 21:40:48	2021-12-30 21:40:48	2021-12-30 22:23:20	
S0	0	608	m	2021-12-30 21:33:54	2021-12-30 21:33:54	2021-12-30 22:23:29	
S0	0	600	y	2021-12-30 22:05:21	2021-12-30 22:05:21	2021-12-30 22:23:50	
S0	0	601	q	2021-12-30 21:45:08	2021-12-30 21:45:08	2021-12-30 22:23:57	
S0	0	598	y	2021-12-30 21:56:55	2021-12-30 21:56:55	2021-12-30 22:24:08	
S0	0	587	ae	2021-12-30 21:54:28	2021-12-30 21:54:28	2021-12-30 22:24:48	
S0	0	617	h	2021-12-30 21:56:04	2021-12-30 21:56:04	2021-12-30 22:24:53	
S0	0	602	n	2021-12-30 21:51:07	2021-12-30 21:51:07	2021-12-30 22:24:53	
S0	0	594	z	2021-12-30 21:40:42	2021-12-30 21:40:42	2021-12-30 22:25:10	
S0	0	592	aa	2021-12-30 21:57:51	2021-12-30 21:57:51	2021-12-30 22:26:26	
S0	0	605	ad	2021-12-30 22:00:01	2021-12-30 22:00:01	2021-12-30 22:26:49	
S0	0	619	b	2021-12-30 22:03:34	2021-12-30 22:03:34	2021-12-30 22:27:37	
S0	0	614	k	2021-12-30 21:55:10	2021-12-30 21:55:10	2021-12-30 22:27:51	
S0	0	607	r	2021-12-30 21:44:05	2021-12-30 21:44:05	2021-12-30 22:28:19	
S0	0	590	a	2021-12-30 21:46:35	2021-12-30 21:46:35	2021-12-30 22:28:23	
S0	0	585	w	2021-12-30 21:58:35	2021-12-30 21:58:35	2021-12-30 22:28:38	
S0	0	601	g	2021-12-30 21:59:00	2021-12-30 21:59:00	2021-12-30 22:30:01	
S0	0	585	ae	2021-12-30 21:58:35	2021-12-30 21:58:35	2021-12-30 22:30:07	
S0	0	600	ac	2021-12-30 22:05:21	2021-12-30 22:05:21	2021-12-30 22:30:14	
S0	0	597	v	2021-12-30 21:41:39	2021-12-30 21:41:39	2021-12-30 22:30:28	
S0	0	601	v	2021-12-30 21:54:54	2021-12-30 21:54:54	2021-12-30 22:31:39	
S0	0	595	c	2021-12-30 21:54:46	2021-12-30 21:54:46	2021-12-30 22:32:52	
S0	0	587	w	2021-12-30 21:54:28	2021-12-30 21:54:28	2021-12-30 22:33:04	
S0	0	597	g	2021-12-30 21:52:16	2021-12-30 21:52:16	2021-12-30 22:33:35	
S0	0	598	ac	2021-12-30 21:56:55	2021-12-30 21:56:55	2021-12-30 22:33:41	
S0	0	593	aa	2021-12-30 22:02:53	2021-12-30 22:02:53	2021-12-30 22:34:43	
S0	0	604	i	2021-12-30 22:18:44	2021-12-30 22:18:44	2021-12-30 22:36:00	
S0	0	598	z	2021-12-30 21:56:55	2021-12-30 21:56:55	2021-12-30 22:36:12	
S0	0	618	h	2021-12-30 22:08:20	2021-12-30 22:08:20	2021-12-30 22:37:20	
S0	0	588	a	2021-12-30 21:51:52	2021-12-30 21:51:52	2021-12-30 22:38:13	
S0	0	604	f	2021-12-30 22:18:44	2021-12-30 22:18:44	2021-12-30 22:38:40	
S0	0	602	p	2021-12-30 22:22:12	2021-12-30 22:22:12	2021-12-30 22:39:30	
S0	0	602	l	2021-12-30 21:51:07	2021-12-30 21:51:07	2021-12-30 22:40:06	
S0	0	603	d	2021-12-30 22:02:26	2021-12-30 22:02:26	2021-12-30 22:42:27	
S0	0	599	g	2021-12-30 21:56:50	2021-12-30 21:56:50	2021-12-30 22:43:01	
S0	0	599	y	2021-12-30 22:18:24	2021-12-30 22:18:24	2021-12-30 22:43:27	
S0	0	608	r	2021-12-30 22:05:47	2021-12-30 22:05:47	2021-12-30 22:43:45	
S0	0	606	ab	2021-12-30 22:12:02	2021-12-30 22:12:02	2021-12-30 22:45:51	
S0	0	619	h	2021-12-30 22:27:37	2021-12-30 22:27:37	2021-12-30 22:45:58	
S0	0	602	x	2021-12-30 22:20:17	2021-12-30 22:20:17	2021-12-30 22:46:56	
S0	0	602	q	2021-12-30 22:20:17	2021-12-30 22:20:17	2021-12-30 22:47:54	
S0	0	600	z	2021-12-30 22:05:21	2021-12-30 22:05:21	2021-12-30 22:48:39	
S0	0	612	j	2021-12-30 22:19:07	2021-12-30 22:19:07	2021-12-30 22:49:19	
S0	0	613	j	2021-12-30 22:14:48	2021-12-30 22:14:48	2021-12-30 22:51:13	
S0	0	609	r	2021-12-30 22:14:05	2021-12-30 22:14:05	2021-12-30 22:51:31	
S0	0	589	a	2021-12-30 22:11:10	2021-12-30 22:11:10	2021-12-30 22:52:54	
S0	0	591	a	2021-12-30 22:05:22	2021-12-30 22:05:22	2021-12-30 22:53:24	
S0	0	604	n	2021-12-30 22:18:44	2021-12-30 22:18:44	2021-12-30 22:53:43	
S0	0	604	o	2021-12-30 22:18:44	2021-12-30 22:18:44	2021-12-30 22:53:58	
S0	0	616	e	2021-12-30 22:05:41	2021-12-30 22:05:41	2021-12-30 22:55:35	
S0	0	615	k	2021-12-30 22:17:50	2021-12-30 22:17:50	2021-12-30 22:55:38	
S0	0	597	y	2021-12-30 22:30:28	2021-12-30 22:30:28	2021-12-30 22:58:09	
S0	0	605	d	2021-12-30 22:26:49	2021-12-30 22:26:49	2021-12-30 22:58:18	
S0	0	601	ac	2021-12-30 22:31:39	2021-12-30 22:31:39	2021-12-30 22:58:44	
S0	0	599	ac	2021-12-30 22:18:24	2021-12-30 22:18:24	2021-12-30 22:58:56	
S0	0	596	s	2021-12-30 22:13:00	2021-12-30 22:13:00	2021-12-30 22:58:59	
S0	0	620	b	2021-12-30 22:21:05	2021-12-30 22:21:05	2021-12-30 22:59:18	
S0	0	607	ab	2021-12-30 22:28:19	2021-12-30 22:28:19	2021-12-30 22:59:37	
S0	0	601	y	2021-12-30 22:31:39	2021-12-30 22:31:39	2021-12-30 22:59:39	
S0	0	604	l	2021-12-30 22:18:44	2021-12-30 22:18:44	2021-12-30 23:00:02	
S0	0	590	ae	2021-12-30 22:28:23	2021-12-30 22:28:23	2021-12-30 23:00:21	
S0	0	610	t	2021-12-30 22:19:25	2021-12-30 22:19:25	2021-12-30 23:00:43	
S0	0	597	ac	2021-12-30 22:30:28	2021-12-30 22:30:28	2021-12-30 23:01:17	
